Address Count,Avg Gas Price,Block Difficulty,Block Size,Block Time,Unique Daily Active Eth Address Total Count,Unique Daily Active Eth Address Receive Count,Unique Daily Active Eth Address Sent Count,Gas Limit,Gas Used,Uncles,Network Hash,Verified Contracts,Network Utilization,No. of ERC20 Token Transfers,Transaction Fee,Tx Growth,Supply,MarketCap,Price,weekday,day,Next Price
9205,0.0,0.121,644,4.46,8894,1,8893,0,0.0,1299,11.5297,0,0.0,0,0.0,8893,72049306.59,0.0,0.0,1,3,0.0
9361,0.0,0.603,582,12.58,0,0,0,0,0.0,511,51.4594,0,0.0,0,0.0,0,72085498.31,0.0,0.0,1,4,0.0
9476,0.0,0.887,575,16.34,0,0,0,0,0.0,334,57.7845,0,0.0,0,0.0,0,72113204.25,0.0,0.0,0,5,0.0
9563,0.0,1.02,581,16.12,0,0,0,0,0.0,394,67.9224,0,0.0,0,0.0,0,72141427.69,0.0,0.0,0,6,0.0
9639,0.0,1.126,587,16.37,0,0,0,0,0.0,443,74.5737,0,0.0,0,0.0,0,72169404.41,0.0,0.0,1,0,0.0
9696,0.0,1.217,587,16.1,0,0,0,0,0.0,458,82.0352,0,0.0,0,0.0,0,72197882.84,0.0,0.0,1,1,0.0
9749,0.0,1.328,579,16.51,0,0,0,0,0.0,371,86.1558,0,0.0,0,0.0,0,72225411.44,0.0,0.0,1,2,0.0
9790,0.0,1.381,584,16.89,0,0,0,0,0.0,411,88.3326,0,0.0,0,0.0,0,72252486.91,0.0,0.0,1,3,2.77
10314,605000000000.0,1.4709999999999999,633,16.65,1087,784,609,122980,49353826.0,409,95.2981,0,0.1317,0,3.73e+19,2050,72279924.56,200.21539099999998,2.77,1,4,0.81
10730,323000000000.0,1.5859999999999999,668,16.44,827,605,477,1940277,376006093.0,458,104.8971,0,0.0468,0,6.81e+19,2881,72307868.0,58.56937308,0.81,0,5,0.74
11004,475000000000.0,1.709,618,16.86,733,462,500,3141325,38863003.0,421,109.6916,0,0.0024,0,1.41e+19,1329,72335046.28,53.52793425,0.74,0,6,0.68
11679,422000000000.0,1.838,631,16.44,1002,821,763,3141511,74070061.0,415,120.5988,0,0.0045,0,3.12e+19,2037,72362863.63,49.20674727,0.68,1,0,1.06
13576,77838819162.0,2.036,692,16.37,2343,2132,2112,3141521,163481740.0,438,134.7695,0,0.0099,0,1.13e+19,4963,72390891.44,76.73434492,1.06,1,1,1.25
13913,445000000000.0,2.207,653,16.86,907,581,685,3141555,70102332.0,474,143.0004,0,0.0044,0,3.26e+19,2036,72418262.38,90.52282797,1.25,1,2,1.78
14459,269000000000.0,2.3369999999999997,666,16.34,1275,872,993,3141552,88234087.0,504,156.6101,0,0.0053,0,2.49e+19,2842,72446530.5,128.9548243,1.78,1,3,1.8
15024,193000000000.0,2.6710000000000003,660,14.88,1595,1115,1188,3141575,78746522.0,555,196.7576,0,0.0043,0,1.44e+19,3174,72477637.22,130.459747,1.8,1,4,1.79
15407,144000000000.0,3.378,638,16.04,1314,857,1064,3141584,59565914.0,441,227.665,0,0.0035,0,8.84e+18,2284,72506149.88,129.7860083,1.79,0,5,1.37
15698,121000000000.0,3.6319999999999997,641,16.84,1203,765,989,3141581,58241191.0,385,231.8948,0,0.0036,0,6.68e+18,2440,72533244.41,99.37054484,1.37,0,6,1.2
15984,132000000000.0,3.908,635,16.16,1250,816,1000,3141589,60515132.0,377,258.9066,0,0.0036,0,7.64e+18,2512,72561363.31,87.07363598,1.2,1,0,1.27
16268,147000000000.0,4.378,648,17.46,1295,834,1048,3141585,66816413.0,390,270.4645,0,0.0043,0,1.19e+19,2494,72587526.13,92.18615818,1.27,1,1,1.26
16553,195000000000.0,4.42,653,16.64,1351,823,1148,3141611,91746712.0,361,284.0496,0,0.0056,0,1.54e+19,3246,72614808.16,91.49465828,1.26,1,2,1.48
16773,99011782801.0,4.468999999999999,650,21.47,1168,658,992,3141608,63112713.0,257,221.4382,0,0.005,0,6.86e+18,2303,72635865.19,107.5010805,1.48,1,3,1.44
17070,79543407701.0,4.415,668,16.98,1426,913,1231,3141620,106379973.0,338,277.282,0,0.0067,0,7.86e+18,3919,72662556.13,104.63408079999999,1.44,1,4,1.39
17313,553000000000.0,4.828,648,16.39,1415,840,1242,3141669,90744195.0,323,312.6127,0,0.0055,0,4.25e+19,3579,72690106.59,101.0392482,1.39,0,5,1.35
17662,73439482806.0,5.138,681,17.24,1571,885,1417,3141828,117802449.0,320,317.1623,0,0.0075,0,8.05e+18,4190,72716362.22,98.167089,1.35,0,6,1.24
17839,92409814705.0,5.178999999999999,673,16.67,1437,873,1290,3141762,97648912.0,377,333.3458,0,0.006,0,8.88e+18,4432,72743695.5,90.20218242,1.24,1,0,1.17
18089,76432335617.0,5.172999999999999,680,16.95,1581,951,1406,3141658,114480057.0,335,325.2465,0,0.0071,0,8.26e+18,4487,72770431.59,85.14140496,1.17,1,1,1.16
18298,60481160549.0,5.587000000000001,669,17.27,1528,883,1393,3141656,99511209.0,303,343.1277,0,0.0063,0,7.45e+18,4156,72796569.56,84.44402069,1.16,1,2,1.13
18508,59307091958.0,5.925,708,18.35,1592,929,1427,3141738,147888097.0,266,341.1168,0,0.01,0,8.67e+18,5590,72821102.38,82.28784568,1.13,1,3,1.3
18687,92879907335.0,6.251,691,18.57,1532,919,1376,3141816,111903559.0,257,355.2287,0,0.0077,0,9.93e+18,4758,72845327.53,94.69892579,1.3,1,4,1.18
18815,56211090684.0,6.6579999999999995,682,19.93,1376,839,1248,3141640,99107570.0,232,351.45300000000003,0,0.0073,0,5.51e+18,4139,72867852.53,85.98406599,1.18,0,5,1.32
19017,55155494457.0,6.781000000000001,689,20.77,1625,931,1495,3141760,102643603.0,179,340.144,0,0.0079,0,5.63e+18,4572,72889306.13,96.21388409,1.32,0,6,1.35
19168,58423521569.0,7.2139999999999995,731,20.87,1516,947,1386,3141670,129040364.0,182,359.3523,0,0.01,0,7.42e+18,5196,72910599.56,98.42930941,1.35,1,0,1.35
19349,56671549652.0,7.641,741,21.86,1556,916,1432,3142022,140186844.0,171,363.4134,0,0.0113,0,7.84e+18,5153,72930942.53,98.45677242,1.35,1,1,1.29
19500,59243651401.0,8.283999999999999,766,24.12,1515,875,1400,3141705,139367393.0,135,355.9032,0,0.0124,0,8.15e+18,5195,72949329.88,94.10463554,1.29,1,2,1.26
19646,55051483461.0,8.355,755,25.53,1449,778,1343,3141915,126323875.0,126,339.3088,0,0.0119,0,6.97e+18,4777,72966710.81,91.93805562,1.26,1,3,1.27
19791,58779015464.0,6.47,762,19.3,1451,761,1355,3141831,167169621.0,232,350.0661,0,0.012,0,9.73e+18,5642,72989792.69,92.69703671,1.27,1,4,1.37
19955,54768144366.0,6.235,753,17.48,1487,830,1388,3141859,159443421.0,274,374.917,0,0.0103,0,9.14e+18,5519,73015421.75,100.0311278,1.37,0,5,1.3
20081,55089818552.0,6.305,733,17.19,1588,965,1406,3141785,142769611.0,345,388.4451,0,0.0091,0,8.06e+18,5521,73041590.03,94.95406704,1.3,0,6,1.24
20308,53594260637.0,6.3389999999999995,753,17.77,1633,969,1511,3141753,170954165.0,343,379.8349,0,0.0113,0,9.26e+18,5702,73067050.5,90.60314262,1.24,1,0,1.23
20433,64932639811.0,6.077000000000001,759,17.46,1546,1003,1408,3141945,159613715.0,348,370.7395,0,0.0103,0,1.04e+19,5622,73092943.0,89.90431989,1.23,1,1,1.21
20609,53779997784.0,6.202000000000001,765,17.12,1544,980,1428,3141686,173606036.0,345,386.1935,0,0.011000000000000001,0,9.84e+18,5604,73119370.66,88.47443849,1.21,1,2,1.16
20711,54630657670.0,6.29,730,17.18,1540,989,1406,3141856,141533806.0,383,392.0801,0,0.009000000000000001,0,7.93e+18,5341,73145814.88,84.84914526,1.16,1,3,0.98
20897,55713802958.0,6.562,736,16.71,1702,1088,1578,3141709,160019709.0,411,421.6556,0,0.0099,0,8.88e+18,6460,73173054.72,71.70959362,0.98,1,4,1.04
21043,61830202468.0,6.832999999999999,761,17.11,1545,942,1443,3141607,186314190.0,339,424.2721,0,0.0118,0,1.14e+19,5596,73199455.81,76.12743405,1.04,0,5,0.94
21252,52313524792.0,7.022,764,17.25,1599,954,1482,3141606,177583552.0,353,432.7014,0,0.0114,0,9.58e+18,6057,73225627.22,68.83208959,0.94,0,6,0.87
21409,53772389657.0,6.626,771,17.61,1623,1013,1523,3141838,171636301.0,360,399.6471,0,0.0113,0,9.9e+18,5572,73251215.34,63.72855735,0.87,1,0,0.94
21581,53191101494.0,6.419,755,17.75,1487,906,1380,3141800,148568242.0,378,387.7858,0,0.0098,0,8.43e+18,5409,73276830.66,68.88022082,0.94,1,1,0.9
21719,112000000000.0,6.178999999999999,739,17.32,1511,920,1388,3141820,146153300.0,412,383.9057,0,0.0094,0,1.51e+19,5872,73303148.78,65.9728339,0.9,1,2,0.89
21826,55637920883.0,6.04,753,17.91,1518,982,1389,3141794,147106346.0,372,362.1457,0,0.0097,0,8.56e+18,5368,73328584.41,65.26244012,0.89,1,3,0.85
21999,55703151966.0,5.653,785,17.57,1463,891,1349,3141637,212949263.0,403,346.2296,0,0.0139,0,1.18e+19,5802,73354486.13,62.35131321,0.85,1,4,0.89
22106,51639660974.0,5.547999999999999,735,16.9,1368,840,1270,3141615,151038683.0,490,357.5566,0,0.0095,0,7.98e+18,5205,73381665.81,65.30968257,0.89,0,5,0.94
22230,52910345407.0,6.202000000000001,766,16.04,1467,904,1368,3142039,206446103.0,389,408.74800000000005,0,0.0124,0,1.1e+19,6402,73409648.47,69.00506956,0.94,0,6,0.9
22363,51171380285.0,6.541,779,16.87,1522,988,1406,3141982,190902398.0,340,409.9779,0,0.012,0,1.02e+19,6305,73436300.34,66.09267031,0.9,1,0,0.9
22496,51465441496.0,6.624,807,17.0,1536,1001,1401,3141713,211491983.0,298,410.0917,0,0.0133,0,1.14e+19,6804,73462670.66,66.11640359,0.9,1,1,0.9
22648,51732832046.0,6.895,784,16.58,1738,969,1657,3141858,198471252.0,334,438.8619,0,0.0122,0,1.07e+19,7404,73489750.97,66.14077587,0.9,1,2,0.81
22783,54262646753.0,7.029,782,17.1,1570,1004,1474,3141870,183782502.0,341,436.2345,0,0.0117,0,1.03e+19,6224,73516136.75,59.54807077,0.81,1,3,0.74
22902,52300197415.0,6.977,767,16.73,1537,974,1436,3141685,178617418.0,366,443.49699999999996,0,0.0111,0,9.84e+18,5851,73543140.19,54.42192374,0.74,1,4,0.78
22964,55315658061.0,7.227,765,17.32,1421,890,1342,3141649,160320021.0,338,440.6371,0,0.0104,0,9.29e+18,5907,73569050.5,57.38385939,0.78,0,5,0.72
23045,51025979902.0,7.252999999999999,725,17.92,1418,907,1335,3141739,165754018.0,307,426.444,0,0.0111,0,8.42e+18,5760,73594061.59,52.98772435,0.72,0,6,0.59
23160,52683661382.0,6.747000000000001,755,18.02,1546,1003,1442,3141657,171799357.0,275,391.4721,0,0.0115,0,9.27e+18,6123,73618775.81,43.43507773,0.59,1,0,0.68
23283,55437141860.0,6.057,762,18.51,1533,962,1384,3141780,155322802.0,314,347.3122,0,0.0107,0,8.88e+18,5738,73643144.25,50.07733809,0.68,1,1,0.72
23385,51461473059.0,5.625,742,18.04,1491,924,1376,3141889,161315703.0,356,332.8925,0,0.0108,0,8.39e+18,5870,73668238.0,53.04113136,0.72,1,2,0.68
23482,51474669294.0,5.653,741,16.45,1474,947,1329,3141822,167413168.0,373,365.2783,0,0.0102,0,8.77e+18,6421,73695660.03,50.11304882,0.68,1,3,0.68
23563,52567714347.0,5.982,773,16.62,1376,857,1286,3141782,175336965.0,324,378.4969,0,0.0109,0,9.77e+18,6063,73722573.16,50.13134975,0.68,1,4,0.69
23689,52502578427.0,6.291,769,16.84,1390,890,1291,3141755,176738025.0,292,390.9186,0,0.0111,0,9.79e+18,6112,73749026.91,50.88682857,0.69,0,5,0.67
23777,50733256095.0,6.206,776,17.47,1394,872,1295,3141756,175625589.0,281,371.1233,0,0.0114,0,9.43e+18,6624,73774507.06,49.42891973,0.67,0,6,0.63
23909,50742818443.0,6.285,771,17.05,1410,871,1336,3141678,217225401.0,292,385.5859,0,0.0138,0,1.15e+19,6279,73800643.94,46.49440568,0.63,1,0,0.66
24005,51375494165.0,6.276,781,17.67,1416,907,1315,3141827,185466056.0,266,368.4521,0,0.0123,0,1e+19,6458,73825680.5,48.72494913,0.66,1,1,0.61
24102,51181314265.0,5.984,808,17.09,1374,881,1297,3141680,227483136.0,295,366.9765,0,0.0145,0,1.22e+19,7121,73851814.09,45.0496066,0.61,1,2,0.62
24168,56971870131.0,5.978,789,16.6,1331,865,1243,3141709,206603046.0,270,375.1336,0,0.0128,0,1.2e+19,6926,73878596.28,45.80472969,0.62,1,3,0.65
24243,61962572208.0,6.122999999999999,779,17.45,1367,868,1290,3141695,180944156.0,245,364.9485,0,0.0117,0,1.13e+19,6763,73904043.94,48.03762856,0.65,1,4,0.63
24303,64893302980.0,6.032,778,17.44,1267,793,1205,3141792,174240457.0,270,360.6383,0,0.0113,0,1.14e+19,6529,73929543.63,46.57561248,0.63,0,5,0.63
24359,56318375319.0,6.138999999999999,748,16.91,1301,840,1212,3141731,154497993.0,301,381.8711,0,0.0097,0,9e+18,6023,73956054.41,46.59231428,0.63,0,6,0.63
24473,51359902694.0,6.145,787,16.48,1336,832,1257,3141695,200001725.0,284,386.3386,0,0.0124,0,1.07e+19,6593,73982854.41,46.60919828,0.63,1,0,0.6
24675,53219625156.0,6.357,818,16.76,1476,846,1400,3141683,223630692.0,301,397.9554,0,0.0139,0,1.23e+19,6818,74009522.69,44.40571361,0.6,1,1,0.51
24906,57976429615.0,6.482,791,17.3,1567,956,1447,3141697,193279995.0,320,394.1999,0,0.0125,0,1.18e+19,6830,74035398.31,37.75805314,0.51,1,2,0.56
25142,54823147993.0,6.209,824,17.39,1497,876,1391,3141699,347607211.0,263,372.9212,0,0.0225,0,1.89e+19,6499,74061008.78,41.47416492,0.56,1,3,0.53
25248,53404946237.0,5.815,827,17.56,1367,882,1275,3141670,400824348.0,273,347.0096,0,0.0261,0,2.12e+19,6795,74086450.19,39.265818599999996,0.53,1,4,0.55
25356,53619552703.0,6.004,788,16.86,1356,867,1251,3141653,230368185.0,312,373.0388,0,0.0145,0,1.23e+19,6567,74112900.81,40.76209545,0.55,0,5,0.52
25489,52006592112.0,5.974,812,17.28,1346,818,1247,3141624,249377360.0,297,362.4454,0,0.0161,0,1.31e+19,6481,74138749.09,38.55214953,0.52,0,6,0.49
25729,52456819761.0,5.922000000000001,802,17.29,1453,842,1359,3141665,216816740.0,291,360.9165,0,0.0139,0,1.17e+19,6604,74164715.81,36.34071075,0.49,1,0,0.44
25828,53767556518.0,5.835,770,17.2,1315,837,1227,3141727,191557542.0,332,359.4184,0,0.0122,0,1.15e+19,5897,74190908.31,32.64399966,0.44,1,1,0.44
26090,53588794315.0,5.876,774,17.22,1522,873,1428,3141707,180468852.0,289,358.9999,0,0.0115,0,1.02e+19,6182,74216954.72,32.65546008,0.44,1,2,0.59
26244,57253941421.0,5.734,782,17.78,1390,849,1268,3141732,237772273.0,305,341.149,0,0.0157,0,1.32e+19,5979,74242285.5,43.80294845,0.59,1,3,0.52
26449,51207267003.0,5.879,818,16.26,1524,957,1404,3141638,260401303.0,331,380.6258,0,0.0157,0,1.37e+19,6888,74269844.09,38.62031893,0.52,1,4,0.57
26892,50749518370.0,6.287999999999999,771,16.52,1636,869,1555,3141626,211420205.0,336,400.8051,0,0.013000000000000001,0,1.07e+19,6361,74296959.09,42.34926668,0.57,0,5,0.65
27220,51635339670.0,6.5889999999999995,751,16.74,1498,918,1393,3141631,170100960.0,351,415.4128,0,0.0106,0,9.08e+18,5830,74323773.31,48.31045265,0.65,0,6,0.74
27534,54585998170.0,6.541,765,17.52,1656,987,1568,3141613,203310004.0,366,399.276,0,0.0132,0,1.08e+19,5938,74349688.63,55.01876958,0.74,1,0,0.87
27744,53525777571.0,6.542000000000001,815,16.5,1707,1150,1545,3141603,365376906.0,376,423.6995,0,0.0223,0,1.89e+19,6784,74377214.88,64.70817694,0.87,1,1,1.01
27918,54787998286.0,6.846,808,17.33,1701,1167,1562,3141629,202357247.0,398,425.0888,0,0.013000000000000001,0,1.09e+19,7346,74403563.31,75.14759895,1.01,1,2,1.16
28188,52364630378.0,7.04,814,16.64,1975,1269,1812,3141634,241667844.0,453,457.19800000000004,0,0.0149,0,1.26e+19,7836,74431070.34,86.34004159999999,1.16,1,3,1.04
28770,54017718700.0,7.428999999999999,781,16.3,2220,1315,2093,3141598,250649964.0,409,485.0091,0,0.0152,3,1.35e+19,7941,74458794.25,77.43714602,1.04,1,4,0.89
29166,53753181787.0,7.792999999999999,812,16.65,1988,1222,1893,3141633,296674561.0,554,512.5808,0,0.0184,0,1.55e+19,7557,74486542.06,66.29302244,0.89,0,5,1.05
29676,50751088484.0,7.781000000000001,783,16.54,2132,1157,2042,3141603,316473677.0,625,520.7818,0,0.0195,0,1.62e+19,6915,74514722.22,78.24045833,1.05,0,6,0.96
29973,53162663704.0,7.69,779,17.04,2040,1332,1897,3141654,193339829.0,531,494.4047,0,0.0122,1,1.04e+19,6558,74541856.44,71.56018218,0.96,1,0,1.0
30326,51578536572.0,7.332999999999999,844,16.83,2067,1249,1957,3141601,236076946.0,573,480.1956,0,0.0148,30,1.22e+19,7399,74569462.22,74.56946222,1.0,1,1,0.87
30608,52243136362.0,7.742999999999999,762,16.79,2040,1241,1907,3141728,180987375.0,549,508.4657,0,0.0112,18,9.39e+18,7037,74597178.63,64.89954540000001,0.87,1,2,0.89
30815,52990311400.0,7.582000000000001,813,16.85,1915,1288,1768,3141619,199792729.0,473,489.3514,0,0.0125,12,1.06e+19,7498,74624470.03,66.41577833,0.89,1,3,0.92
30968,52184810513.0,7.5920000000000005,812,16.56,1808,1241,1683,3141598,309939683.0,450,491.3861,0,0.0192,0,1.59e+19,7882,74651892.22,68.67974084,0.92,1,4,0.92
31514,51944373853.0,7.55,1005,17.27,2068,1176,1978,3141648,572275369.0,550,478.1613,0,0.037000000000000005,0,3.21e+19,10996,74678607.53,68.70431893,0.92,0,5,1.02
32153,52414324288.0,7.709,1015,17.02,2272,1188,2175,3141634,563914716.0,570,498.87300000000005,0,0.0357,18,2.95e+19,12413,74705896.59,76.20001453,1.02,0,6,1.0
32455,51918274052.0,7.754,786,17.0,2061,1342,1910,3141601,211894015.0,509,496.5674,0,0.0134,39,1.13e+19,7689,74732956.13,74.73295613,1.0,1,0,0.92
32634,52237284910.0,7.76,834,16.92,1827,1270,1725,3141605,287969451.0,574,505.3881,0,0.0181,39,1.54e+19,8151,74760400.19,68.77956817,0.92,1,1,0.78
32804,52560853806.0,7.672999999999999,1044,17.08,2034,1260,1937,3141604,414061456.0,702,508.885,0,0.0262,27,2.31e+19,10217,74788226.75,58.33481687,0.78,1,2,0.89
32918,59050838844.0,7.746,874,16.84,1808,1215,1710,3141977,450460992.0,693,517.4888,0,0.0282,5,2.59e+19,9534,74816251.28,66.58646364,0.89,1,3,0.89
33055,51534479321.0,7.87,808,16.63,1806,1194,1715,3141601,280236525.0,681,528.3143,0,0.0174,3,1.46e+19,7891,74844436.44,66.61154843,0.89,1,4,0.89
33157,51216461485.0,7.912999999999999,938,16.64,1798,1240,1699,3141660,360305868.0,713,534.8715,0,0.0224,1,1.85e+19,7211,74872794.09,66.63678674,0.89,0,5,0.9
33264,51537798825.0,8.26,797,16.52,1760,1219,1686,3141650,224846805.0,561,550.2513,0,0.0138,4,1.15e+19,7170,74900914.25,67.41082283,0.9,0,6,0.94
33376,56768038418.0,8.327,782,16.97,1868,1272,1765,3141691,182259335.0,577,541.2585,0,0.0115,2,1.03e+19,7442,74928309.41,70.43261084,0.94,1,0,1.0
33512,56303859554.0,8.152999999999999,762,16.54,1902,1306,1803,3141628,171866071.0,515,535.8009999999999,0,0.0106,0,9.6e+18,7145,74956103.0,74.956103,1.0,1,1,0.99
33629,53515892028.0,8.55,774,16.81,1860,1304,1758,3141600,195036006.0,489,550.5812,0,0.0122,1,1.03e+19,7373,74983355.03,74.23352148,0.99,1,2,0.95
33765,54119551224.0,8.807,882,17.04,1865,1280,1763,3141601,291565861.0,446,552.7532,0,0.0186,0,1.59e+19,8876,75009918.47,71.25942255,0.95,1,3,0.93
33883,54384895828.0,7.975,814,18.1,1764,1068,1685,3141629,215430072.0,403,472.9611,0,0.0145,2,1.2e+19,6348,75035048.94,69.78259551,0.93,1,4,0.97
33999,54039631830.0,7.601,832,16.97,1711,1097,1605,3141598,200136785.0,422,480.0484,0,0.0127,0,1.12e+19,6822,75061831.13,72.80997619,0.97,0,5,0.96
34447,53793371733.0,7.5329999999999995,816,16.9,2016,1027,1922,3141599,200785655.0,459,480.251,0,0.0127,0,1.12e+19,7083,75088819.72,72.08526693,0.96,0,6,0.94
34594,55629754775.0,7.566,863,16.65,1739,1137,1629,3141623,233727612.0,483,487.9382,0,0.0146,0,1.33e+19,8260,75116092.06,70.60912654,0.94,1,0,0.91
34812,58042755370.0,7.665,828,17.21,1821,1127,1722,3141597,213080657.0,484,486.5758,0,0.0136,0,1.3e+19,7152,75142940.19,68.38007557,0.91,1,1,0.86
34913,54235748106.0,7.517,807,17.37,1711,1123,1625,3141605,236509015.0,464,470.151,0,0.0152,0,1.25e+19,7098,75169412.06,64.64569437,0.86,1,2,0.88
35071,53986356287.0,7.497999999999999,784,17.36,1805,1140,1729,3141604,172083879.0,486,470.85699999999997,0,0.0111,2,9.31e+18,7278,75195950.5,66.17243644,0.88,1,3,0.87
35136,53456555142.0,7.47,790,16.5,1661,1030,1594,3141597,173300084.0,528,492.9653,0,0.0107,0,9.4e+18,6639,75223837.38,65.44473852,0.87,1,4,0.91
35204,54312682973.0,7.721,774,16.96,1652,1047,1584,3141615,277436869.0,571,498.5437,0,0.0176,3,1.46e+19,6817,75251045.34,68.47845126,0.91,0,5,0.87
35288,53321187419.0,7.721,776,16.84,1667,1078,1599,3141597,171604728.0,550,500.4669,0,0.0108,1,9.09e+18,6853,75278393.16,65.49220205,0.87,0,6,0.88
35402,55199244474.0,7.781000000000001,864,16.75,1783,1006,1697,3141791,378296036.0,516,503.9533,0,0.0237,0,2.08e+19,8986,75305749.41,66.26905948,0.88,1,0,0.87
35508,54837947431.0,7.872999999999999,847,16.92,1764,982,1685,3141605,231616100.0,566,514.3284,0,0.0145,0,1.31e+19,6794,75333292.22,65.53996423,0.87,1,1,0.83
35607,53588845124.0,7.818,819,17.86,1674,938,1608,3141635,209753737.0,501,481.8385,0,0.0138,1,1.14e+19,6502,75359299.25,62.54821838,0.83,1,2,0.82
35709,53564860105.0,7.587999999999999,778,16.46,1759,1000,1667,3141598,198524826.0,537,504.3068,0,0.0121,1,1.07e+19,6971,75387362.53,61.81763728,0.82,1,3,0.84
35879,53920215595.0,7.832999999999999,804,17.09,1743,965,1640,3141596,224707034.0,432,493.1904,0,0.0143,16,1.24e+19,6898,75414041.91,63.34779520000001,0.84,1,4,0.85
36022,54430269329.0,8.164,835,17.07,1717,994,1641,3141598,231821279.0,412,511.9346,0,0.0147,7,1.31e+19,6784,75440623.78,64.12453021,0.85,0,5,0.84
36291,53904812363.0,7.852,877,17.42,2007,1314,1726,3141608,321509549.0,453,487.6672,0,0.0208,4,1.71e+19,9103,75466879.56,63.39217883,0.84,0,6,0.8
36437,53988885934.0,7.648,775,17.18,1953,1290,1717,3141601,176718066.0,493,483.681,0,0.0113,6,9.64e+18,7141,75493598.47,60.39487878,0.8,1,0,0.83
36557,53743612456.0,7.547999999999999,771,17.39,1758,1120,1663,3141598,170716327.0,464,469.5651,0,0.0111,5,9.15e+18,6697,75519910.97,62.681526100000006,0.83,1,1,0.79
36673,54733915734.0,7.35,779,16.46,1749,1107,1652,3141606,179709088.0,602,494.265,0,0.011000000000000001,1,1.01e+19,7001,75548235.03,59.68310567,0.79,1,2,0.84
36820,54938250098.0,7.773,820,16.71,1780,1093,1690,3141594,205190667.0,467,504.7793,0,0.0127,9,1.13e+19,7444,75575712.38,63.48359839999999,0.84,1,3,0.91
36951,58195798149.0,8.06,884,16.93,1788,1134,1698,3141605,270674425.0,454,514.5903,0,0.017,6,1.69e+19,8105,75602735.19,68.79848902,0.91,1,4,0.97
37373,59486449382.0,8.045,916,16.82,2153,1510,2038,3141646,353864548.0,486,517.9029,0,0.0222,3,2.31e+19,8205,75629941.75,73.36104350000001,0.97,0,5,0.96
37569,56701649126.0,8.472000000000001,845,16.29,1968,1288,1771,3141609,325726017.0,399,556.8745,0,0.0196,1,1.87e+19,7426,75657849.09,72.63153513,0.96,0,6,0.99
37729,53372600387.0,8.576,1752,17.12,2187,1511,1786,3141665,1415319249.0,455,541.3528,0,0.0901,4,7.47e+19,15550,75684557.69,74.92771211,0.99,1,0,1.01
37850,62650330558.0,8.769,1834,16.91,2165,1487,1742,3185202,1945458070.0,445,559.7040000000001,0,0.1209,4,1.14e+20,21098,75711572.22,76.46868794,1.01,1,1,0.99
37990,54026271431.0,8.562000000000001,1216,17.13,2154,1496,1743,3141637,838759501.0,407,534.0622,0,0.0536,0,4.42e+19,10304,75738029.56,74.98064927,0.99,1,2,0.94
38358,55081281267.0,8.734,1053,16.86,2403,1672,2005,3141623,606010119.0,420,553.9679,0,0.0381,0,3.24e+19,9612,75764912.69,71.21901793,0.94,1,3,0.91
38634,55034649240.0,8.78,1057,17.06,2185,1479,2038,3141645,601895736.0,414,552.1806,0,0.0382,0,3.22e+19,9032,75791584.25,68.97034167,0.91,1,4,0.9
38756,53891713881.0,8.719,1009,16.89,2189,1532,1812,3141624,539740128.0,401,548.8488,0,0.0341,0,2.85e+19,9314,75818278.78,68.23645090000001,0.9,0,5,0.9
38902,53342677327.0,8.54,1103,17.07,2210,1494,1840,3141680,655002877.0,447,533.1539,0,0.0421,0,3.44e+19,9879,75844714.88,68.26024339,0.9,0,6,0.89
39082,53466176225.0,8.513,1172,17.14,2316,1570,1915,3141615,740632642.0,418,531.4617,0,0.0474,2,3.91e+19,12063,75871172.69,67.52534369,0.89,1,0,0.87
39208,53627121090.0,8.74,2045,16.63,2313,1580,1873,3142834,1120896788.0,456,564.9776,0,0.0695,0,5.92e+19,21027,75898547.06,66.03173594,0.87,1,1,0.85
39317,55663754533.0,8.532,1544,16.73,2216,1494,1854,3172096,1474132298.0,488,552.9946,0,0.0908,4,8.14e+19,22740,75925946.44,64.53705447,0.85,1,2,0.85
39422,52792315740.0,8.568999999999999,1292,17.04,2236,1492,1863,3141625,872428171.0,422,539.4988,0,0.0553,0,4.58e+19,13494,75952633.0,64.55973805,0.85,1,3,0.87
39537,53550792729.0,8.546,1042,16.82,2160,1434,1808,3141620,502552472.0,371,539.1713,0,0.0315,0,2.66e+19,9521,75979436.59,66.10210984,0.87,1,4,0.85
39678,53675955367.0,8.456,1074,17.08,2285,1499,1968,3141622,587287522.0,405,529.3583,0,0.0374,3,3.13e+19,10726,76005996.75,64.60509724,0.85,0,5,0.85
39822,66846252680.0,8.589,1575,16.96,2216,1445,1864,3236740,1308470039.0,468,545.346,0,0.0803,0,8.66e+19,21867,76032850.5,64.62792293,0.85,0,6,0.84
40010,53108130511.0,8.532,1239,16.65,2424,1618,2010,3141597,687001176.0,439,545.0927,0,0.043,1,3.64e+19,12368,76059908.47,63.89032311,0.84,1,0,0.87
40182,53729001893.0,8.605,1200,17.18,2394,1557,1990,3141598,621538951.0,463,542.2221,0,0.0397,2,3.32e+19,11358,76086569.56,66.19531552,0.87,1,1,0.9
40333,56716784472.0,8.478,1564,17.03,2364,1469,1939,3160925,1353161589.0,420,534.5552,0,0.0851,2,7.61e+19,21767,76113305.81,68.50197523,0.9,1,2,0.93
