Address Count,Avg Gas Price,Block Difficulty,Block Size,Block Time,Unique Daily Active Eth Address Total Count,Unique Daily Active Eth Address Receive Count,Unique Daily Active Eth Address Sent Count,Gas Limit,Gas Used,Uncles,Network Hash,Verified Contracts,Network Utilization,No. of ERC20 Token Transfers,Transaction Fee,Tx Growth,Supply,MarketCap,Price,weekday,day,Next Price
1315072,22249849693.0,221.175,2375,14.37,30236,18709,27537,4055066,2604354268.0,355,16219.4936,3,0.1074,3168,5.81e+19,79534,90134549.41,4563.512236,50.63,0,6,49.06
1326892,22247794560.0,231.657,2896,14.45,33517,21790,29582,4067603,3525902049.0,350,16894.3097,2,0.1456,4075,7.77e+19,94570,90165551.59,4423.521961,49.06,1,0,50.25
1335886,22247087954.0,229.549,2543,14.61,32440,20434,29297,4076318,2829505044.0,295,16458.957,12,0.1177,4930,6.39e+19,84348,90196107.06,4532.35438,50.25,1,1,53.07
1344798,22264312196.0,232.98,2744,14.36,33267,20753,30110,4209754,3116605361.0,369,17141.823,2,0.1237,12372,6.93e+19,93064,90227375.34,4788.366809,53.07,1,2,51.91
1359106,22337722011.0,236.982,2853,14.57,38708,25204,35315,4194903,3137212539.0,355,17183.9723,10,0.1265,9426,7.11e+19,96209,90258195.19,4685.302912,51.91,1,3,49.91
1373457,22421222086.0,240.139,2949,14.39,44816,30937,36090,4186445,3436349297.0,377,17643.5302,4,0.1374,6168,7.74e+19,103102,90289403.47,4506.344127,49.91,1,4,50.6
1381163,22145659410.0,239.048,2403,14.51,32156,20449,27643,4222081,2573095663.0,342,17342.0731,4,0.1028,3872,5.72e+19,80572,90320254.41,4570.204873,50.6,0,5,48.55
1391454,22176202916.0,242.037,2669,14.7,35603,23267,31555,4251363,2994651161.0,337,17320.8014,4,0.1209,3427,6.63e+19,88948,90350695.19,4386.526251,48.55,0,6,44.13
1404395,22176569227.0,225.778,2788,14.4,42730,29661,35761,4275871,3376865972.0,360,16564.8723,2,0.1321,2999,7.48e+19,100221,90381881.44,3988.552428,44.13,1,0,44.43
1414615,22335006404.0,240.588,2518,14.49,35399,22527,31476,4177144,2864503196.0,386,17593.0096,6,0.1157,4705,6.5e+19,86279,90412936.75,4017.0467799999997,44.43,1,1,44.9
1424910,22438228964.0,246.27900000000002,2558,14.41,35449,23591,30329,4172167,2984719130.0,362,18094.6996,12,0.1195,3870,6.83e+19,87411,90444172.06,4060.9433259999996,44.9,1,2,43.23
1438686,22774967565.0,248.61900000000003,2799,14.65,40228,26864,36352,4147633,3183645283.0,364,17967.3505,15,0.1306,5273,7.34e+19,95177,90474896.44,3911.2297729999996,43.23,1,3,42.31
1446866,22133175527.0,249.575,2776,14.47,32355,19736,29253,4199878,3272867342.0,373,18253.0325,9,0.1308,4726,7.24e+19,92846,90505970.97,3829.307632,42.31,1,4,44.37
1453582,22134943280.0,252.485,2249,14.52,29309,17676,26479,4167174,2355623725.0,340,18340.2159,5,0.0951,4077,5.23e+19,72144,90536886.59,4017.121658,44.37,0,5,43.72
1459569,21963656913.0,253.175,2358,14.9,28630,16166,26030,4081472,2602180314.0,349,18009.4232,9,0.11,3422,5.68e+19,74557,90567128.63,3959.5948630000003,43.72,0,6,43.74
1466596,22330645586.0,255.97299999999998,2460,14.97,31501,19423,27863,4122521,2760816737.0,342,18072.1973,4,0.1163,2756,6.3e+19,75487,90597165.81,3962.7200329999996,43.74,1,0,43.74
1472733,22007626117.0,261.03700000000003,2377,14.76,30688,18808,27288,4058937,2679717515.0,331,18671.3934,3,0.1128,4882,5.89e+19,75891,90627616.28,3964.051936,43.74,1,1,46.38
1482952,23067711028.0,260.942,2697,14.98,32314,20161,28957,4054299,3182442702.0,365,18555.8787,5,0.136,3334,8.07e+19,80347,90657833.31,4204.710309,46.38,1,2,49.97
1491389,22310955741.0,254.80599999999998,2589,14.88,34022,21678,30563,4042837,2759203997.0,375,18205.074,16,0.1178,8453,6.17e+19,84124,90688173.16,4531.688013,49.97,1,3,47.32
1498483,22257379067.0,271.575,2451,14.62,32508,19803,28855,4060714,2852421954.0,402,19833.811999999998,14,0.1189,4674,6.29e+19,81155,90719162.84,4292.8307859999995,47.32,1,4,48.89
1505072,22240477959.0,272.397,2348,15.08,30949,18411,28156,4085220,2598033805.0,388,19260.1407,2,0.1111,3921,5.78e+19,74820,90749160.97,4436.726479999999,48.89,0,5,48.22
1509655,22100218538.0,272.58099999999996,2220,14.85,27818,15288,25600,4064064,2501650359.0,390,19591.7831,0,0.1059,3501,5.51e+19,70634,90779668.16,4377.395598,48.22,0,6,47.94
1516032,22255010723.0,275.532,2309,14.73,29469,16721,27256,4052528,2751457420.0,376,19889.9768,6,0.1158,3082,6.05e+19,72546,90810315.66,4353.446533,47.94,1,0,49.88
1524359,22747420158.0,282.74,2603,14.67,34029,19892,31155,4176945,3260252456.0,343,20302.3049,28,0.1331,8050,7.37e+19,83303,90840832.38,4531.140719,49.88,1,1,47.88
1533074,22626922333.0,288.751,2664,15.06,34368,20316,30808,4090202,3465363718.0,290,20078.8856,5,0.1485,10935,7.84e+19,85734,90870444.56,4350.876886,47.88,1,2,49.36
1543098,22480105997.0,283.972,2581,14.67,35730,21016,32837,4094391,3408878184.0,314,20288.8866,4,0.1419,6183,7.18e+19,85450,90900866.75,4486.8667829999995,49.36,1,3,48.27
1554295,22819358782.0,290.823,2691,14.67,31523,18218,28183,4203564,3790138031.0,303,20805.2888,3,0.1532,6770,9.22e+19,81278,90931344.09,4389.255979,48.27,1,4,48.41
1562066,22631052480.0,297.111,2429,14.87,30641,17112,27984,4242704,3110233611.0,286,20900.958,5,0.1268,4910,7.49e+19,73539,90961334.41,4403.438199,48.41,0,5,48.75
1568696,21898039096.0,298.45099999999996,2393,14.67,30828,17448,28304,4236509,3017245471.0,328,21389.0055,5,0.1215,4450,6.51e+19,77073,90991825.66,4435.851501,48.75,0,6,49.94
1578342,22992421400.0,295.212,2553,15.06,35372,20726,31313,4262866,3142866515.0,327,20664.8066,13,0.1288,4876,7.3e+19,80531,91021611.13,4545.61926,49.94,1,0,50.09
1586304,21734015245.0,298.308,2803,14.57,33726,19908,30107,4281190,3587460558.0,354,21582.4498,3,0.1421,8001,7.86e+19,93033,91052368.94,4560.81316,50.09,1,1,53.28
1602843,22048839796.0,308.931,2724,15.27,41016,20665,37616,4286926,3389558270.0,318,21292.624,1,0.1402,6886,7.48e+19,89642,91081701.13,4852.833036,53.28,1,2,63.14
1618627,22377947330.0,313.69599999999997,3095,15.25,47165,29736,40235,4281196,3855782843.0,312,21617.4059,1,0.1596,14782,8.73e+19,104494,91111031.13,5752.750505,63.14,1,3,72.42
1630945,22130700584.0,328.63300000000004,3178,15.12,42682,26253,37437,4291332,3606508681.0,337,22951.0371,5,0.1475,18207,7.92e+19,106193,91140713.16,6600.410447,72.42,1,4,69.83
1641718,22799209590.0,342.092,2793,15.29,39536,22754,35801,4286304,3072854430.0,301,23467.3816,4,0.1274,8731,7.02e+19,91335,91169930.81,6366.396269,69.83,0,5,79.83
1653821,22541845100.0,332.584,3064,15.25,41994,25037,37267,4285640,3369941640.0,311,22938.2706,5,0.1392,11062,7.9e+19,95202,91199299.41,7280.440072,79.83,0,6,77.53
1669821,22989649815.0,336.173,3544,15.32,48109,28430,42986,4289999,4407350348.0,340,23205.2792,2,0.1826,19940,1.06e+20,112202,91228656.91,7072.95777,77.53,1,0,77.25
1684958,22975461233.0,335.2,3461,15.29,45811,28032,40187,4288820,4635194345.0,373,23246.7388,4,0.1924,16898,1.13e+20,110354,91258093.31,7049.6877079999995,77.25,1,1,80.37
1696532,22182605256.0,339.47900000000004,3028,15.21,41383,23952,37465,4288653,3466927160.0,361,23614.2464,8,0.1431,13989,7.73e+19,97334,91287645.97,7336.788106999999,80.37,1,2,94.55
1714907,22523480694.0,336.421,3351,15.25,51347,30710,46832,4285326,4146025194.0,326,23265.2011,5,0.1713,13833,9.24e+19,114877,91317072.53,8634.029208,94.55,1,3,90.79
1730408,22905913235.0,349.788,3171,15.15,50155,30332,44678,4287636,3703774549.0,369,24468.9937,2,0.1522,9467,8.44e+19,108514,91346771.44,8293.373379,90.79,1,4,94.82
1745794,22254507120.0,349.26,2934,15.14,43008,25424,38797,4289623,3895528821.0,362,24415.8585,1,0.1601,10864,8.44e+19,95014,91376474.88,8664.317348,94.82,0,5,90.46
1764766,22863576069.0,353.593,3322,15.07,48106,29273,43130,4299139,4383783590.0,357,24862.0244,3,0.1783,8510,1.06e+20,106631,91406355.03,8268.618876,90.46,0,6,88.39
1783436,22304778708.0,353.82800000000003,3409,15.24,55812,36709,47762,4297193,4371120763.0,338,24481.3196,7,0.1804,10555,9.56e+19,117509,91435780.97,8082.00868,88.39,1,0,86.27
1803804,22419891708.0,365.57,3376,15.13,51935,32256,45894,4298025,4941861347.0,380,25606.8006,5,0.2027,10396,1.07e+20,112933,91465535.97,7890.731787999999,86.27,1,1,87.83
1824150,22141501610.0,363.67900000000003,3227,15.19,50607,29323,45588,4300551,4977215293.0,375,25352.2733,11,0.2048,9910,1.05e+20,109673,91495150.81,8036.019095999999,87.83,1,2,88.2
1843910,22276386524.0,369.26199999999994,3352,15.03,52792,31967,47465,4298185,5037332202.0,333,25792.7606,10,0.2056,10478,1.09e+20,117189,91524885.34,8072.494887000001,88.2,1,3,85.15
1859936,22224260597.0,379.251,3154,15.1,47119,29061,41418,4300839,5266065050.0,394,26696.7857,15,0.2152,8873,1.09e+20,107241,91554775.03,7795.889094,85.15,1,4,87.96
1873850,22176736929.0,378.491,3065,15.39,42641,24739,38108,4303966,5077306379.0,357,26056.3076,2,0.21100000000000002,11961,1.07e+20,101332,91584028.31,8055.73113,87.96,0,5,88.72
1887630,22054420864.0,404.779,3140,15.92,44544,26087,39935,4301829,5160924870.0,336,26882.1696,3,0.2221,6972,1.06e+20,101348,91612245.81,8127.838448,88.72,0,6,90.32
1905488,22225479222.0,414.048,3831,15.9,52285,32247,45331,4300418,6301530936.0,403,27814.0407,11,0.2713,11479,1.32e+20,122792,91640708.16,8276.988761,90.32,1,0,87.8
1925960,22338079736.0,417.08,3644,15.67,51989,32063,45962,4306289,6372683499.0,391,28230.111,18,0.2712,7994,1.37e+20,116341,91669426.13,8048.575614,87.8,1,1,86.98
1948759,26658490658.0,408.10400000000004,4305,16.1,59674,39035,52232,4311905,7720771554.0,341,26762.9284,42,0.336,15724,2.2e+20,140135,91697325.03,7975.833331,86.98,1,2,95.88
1971006,22641931556.0,414.44800000000004,4245,15.74,59137,37851,51402,4305758,7193965880.0,321,27740.2141,7,0.3059,12780,1.58e+20,137409,91725805.81,8794.670261,95.88,1,3,124.38
1999707,22510140833.0,431.65,4801,15.83,72169,48426,60119,4312190,8397664033.0,344,28816.636000000002,10,0.3589,11795,1.74e+20,161568,91754187.06,11412.38579,124.38,1,4,123.06
2023543,22578527232.0,439.714,4179,15.59,52745,35710,44840,4304681,7231434396.0,329,29609.4667,2,0.306,11619,1.56e+20,130912,91782839.09,11294.79618,123.06,0,5,148.0
2048157,22366670221.0,451.327,4586,15.77,60760,37460,53475,4308439,7608565060.0,402,30501.1451,1,0.3248,12349,1.61e+20,149699,91811493.16,13588.10099,148.0,0,6,160.39
2081167,22950916506.0,463.103,5328,15.71,76577,45948,67510,4308849,8262616027.0,387,31382.7051,5,0.3506,10083,1.83e+20,176255,91840262.38,14730.259680000001,160.39,1,0,169.5
2125866,22876914693.0,448.717,6627,15.83,84640,48510,74414,4312520,10792046776.0,403,30236.4543,12,0.4617,14557,2.54e+20,187121,91868838.47,15571.768119999999,169.5,1,1,193.03
2168376,23511877462.0,458.978,6666,15.77,82374,50560,71487,4317916,11331763125.0,404,30975.705,5,0.4831,16289,2.72e+20,187293,91897482.84,17738.97111,193.03,1,2,177.33
2207418,22627478169.0,457.711,5952,15.71,82062,49905,71840,4311181,9970769428.0,413,31139.2104,9,0.4232,13205,2.19e+20,183010,91926318.0,16301.293969999999,177.33,1,3,162.83
2241682,22767260891.0,456.542,5559,15.57,75845,47245,65375,4311949,9457379360.0,412,31197.0515,12,0.3991,10409,2.06e+20,169818,91955285.5,14973.07914,162.83,1,4,156.63
2268468,22312210827.0,473.26800000000003,5127,15.76,65466,38766,58183,4309863,8220637008.0,431,32153.7231,7,0.3506,8980,1.82e+20,149450,91984057.22,14407.462880000001,156.63,0,5,172.86
2294589,21916364414.0,469.17699999999996,5379,15.7,64125,37142,56582,4311272,8823289197.0,429,31940.9693,5,0.3752,11565,1.93e+20,155271,92012880.5,15905.34652,172.86,0,6,194.17
2323137,22429141176.0,487.713,4922,15.32,69704,41825,60600,4310470,8502914345.0,447,34015.7294,19,0.3536,10392,1.93e+20,158547,92042417.84,17871.876269999997,194.17,1,0,228.58
2366959,24758885831.0,513.217,7069,15.3,84395,50693,73773,4369809,12123850008.0,524,36263.7391,14,0.4952,12970,3.2e+20,193618,92072237.22,21045.87198,228.58,1,1,228.64
2412281,38210063774.0,519.724,6843,15.87,104711,67708,88704,4307816,12807114092.0,458,35309.9381,13,0.5494,11826,6.34e+20,214126,92100985.66,21057.96936,228.64,1,2,220.7
2451291,23808562950.0,561.001,6541,16.22,95855,62824,77532,4310276,10585577059.0,460,37244.2449,8,0.4654,13292,2.53e+20,199160,92129055.03,20332.88245,220.7,1,3,222.04
2492717,22913829909.0,574.506,7542,16.82,80502,49256,69559,4479219,12488700413.0,372,36298.9273,11,0.5484,23909,2.92e+20,194911,92155875.66,20462.29063,222.04,1,4,224.3
2527880,22677818318.0,575.748,6636,16.51,79531,48997,69123,4684698,10201890636.0,405,37390.2818,4,0.4182,14355,2.28e+20,175666,92183405.81,20676.73792,224.3,0,5,244.96
2563971,23508783552.0,597.678,6458,16.61,81766,48682,69775,4697427,10633567472.0,388,38378.7011,7,0.4386,15977,2.56e+20,180136,92210634.56,22587.91704,244.96,0,6,247.75
2601805,22886137204.0,599.656,6439,16.31,90497,56116,77549,4695961,9761889950.0,411,39283.0384,3,0.396,16560,2.2e+20,190305,92238426.91,22852.07027,247.75,1,0,264.26
2644769,23539130279.0,615.097,7374,16.44,93828,55596,83384,4698863,10984663716.0,388,39838.9042,8,0.4489,16533,2.65e+20,200523,92265908.16,24382.18889,264.26,1,1,255.77
2689057,23555770569.0,632.534,7388,16.39,91968,54607,81147,4699189,11557499687.0,425,41466.1245,7,0.4695,23162,2.78e+20,207180,92293678.94,23605.95426,255.77,1,2,259.41
2726519,23571788218.0,640.655,6932,16.43,87377,49390,77396,4698879,10261845222.0,432,41827.9352,8,0.4193,17998,2.4e+20,187700,92321310.19,23949.07108,259.41,1,3,279.11
2767132,22518978783.0,639.988,7482,16.42,98492,60241,83999,4699464,11058393071.0,424,41762.2012,10,0.4513,28753,2.51e+20,215831,92348960.19,25775.51828,279.11,1,4,335.95
2810475,22422146714.0,662.2330000000001,6592,16.02,102906,59854,91389,4695663,9841868154.0,400,43934.269,10,0.3931,17530,2.15e+20,213356,92377118.94,31034.09311,335.95,0,5,339.68
2865993,23843612254.0,682.857,8658,16.37,116208,68811,100530,4699049,12661099741.0,451,45025.9063,8,0.5136,15852,3.14e+20,240490,92405045.66,31388.145910000003,339.68,0,6,394.66
2925305,30391141090.0,676.331,9451,16.31,144434,94846,117403,4690819,15111081528.0,508,44971.345,22,0.6153,46239,5.13e+20,292941,92433146.28,36479.66551,394.66,1,0,388.09
2984707,24903912970.0,694.617,8807,16.21,140874,85554,116928,4694798,12308459502.0,515,46524.8904,14,0.4973,22017,2.95e+20,280054,92461422.38,35883.35341,388.09,1,1,343.84
3038110,22812812579.0,713.189,7942,16.15,125711,75613,108085,4705729,11460738761.0,480,47653.2451,20,0.4601,20193,2.55e+20,250410,92489691.13,31801.6554,343.84,1,2,344.68
3090555,23411815379.0,728.25,8192,16.11,128893,78059,111131,4707132,11866655521.0,452,48524.7456,9,0.4752,23946,2.8e+20,261617,92517889.88,31889.066280000003,344.68,1,3,353.61
3138669,22083654403.0,737.125,8034,16.03,116219,68726,100558,4705482,11936721304.0,450,49363.4715,13,0.4754,24768,2.58e+20,248003,92546260.81,32725.28329,353.61,1,4,368.1
3185110,20940055933.0,761.53,7958,16.17,114518,69795,98144,4706759,11471789945.0,506,50988.985,7,0.4617,24713,2.39e+20,242022,92574559.88,34076.69549,368.1,0,5,351.53
3237942,19777146521.0,769.923,7931,15.97,117716,72037,101350,4707117,12442644327.0,488,51996.5122,0,0.4944,17626,2.52e+20,245957,92603147.38,32552.7844,351.53,0,6,358.2
3298513,21054562068.0,775.466,8956,16.0,135922,78328,116447,4707483,13844965069.0,523,52568.3389,32,0.5514,35659,2.83e+20,286209,92631780.34,33180.70372,358.2,1,0,350.53
3360729,35606261848.0,847.174,9258,17.32,151616,92075,127823,4708118,16318742376.0,500,53605.3273,7,0.6978,35761,7.2e+20,308488,92658489.72,32479.5804,350.53,1,1,325.3
3393171,58264077197.0,874.309,6195,17.52,127585,90089,75725,4710146,16194449431.0,449,54107.974,18,0.7020000000000001,28052,9.13e+20,221289,92684640.5,30150.31355,325.3,1,2,320.97
3449269,41150573699.0,872.419,8691,17.31,149841,89360,117949,4711355,16900771803.0,477,54738.2538,17,0.7256,24804,6.85e+20,284225,92711173.78,29757.50545,320.97,1,3,326.85
3505293,40960227374.0,881.5319999999999,9123,17.53,141004,82559,115978,4711232,12816221982.0,436,54340.7602,19,0.5563,29852,4.7e+20,276012,92737276.28,30311.17875,326.85,1,4,304.54
3556111,47309213754.0,888.68,8935,17.25,129925,77939,105364,4711131,13618865563.0,476,55696.7824,8,0.5853,20945,6.4e+20,250570,92763771.28,28250.27891,304.54,0,5,279.36
3600204,34521352334.0,904.654,8979,17.32,118839,68879,93808,4710925,12409519930.0,460,56394.2575,11,0.5348,23475,4.12e+20,231135,92790154.41,25921.85753,279.36,0,6,253.68
3653227,49580734026.0,923.8530000000001,9544,17.2,161655,102449,126377,4711354,13547864341.0,498,58414.4698,14,0.5792,22361,8.75e+20,316788,92816853.47,23545.77939,253.68,1,0,286.14
3695217,31580245373.0,930.3589999999999,7911,17.06,131371,82094,103738,4711731,11678415830.0,415,58319.7387,16,0.4956,26255,3.32e+20,252995,92843435.81,26566.220719999998,286.14,1,1,315.86
3745532,43482890266.0,950.061,10005,17.24,134121,81096,109491,4714751,15232354556.0,489,59928.6376,19,0.6513,37226,7.73e+20,274241,92870078.47,29333.942989999996,315.86,1,2,292.9
3794241,35022170593.0,962.7489999999999,9460,16.96,128479,77162,107360,5348530,14345970753.0,497,61553.5382,20,0.5412,42616,4.66e+20,263791,92897087.38,27209.556889999996,292.9,1,3,280.68
3841807,27223635401.0,972.0089999999999,8800,16.98,125918,75721,102703,6700851,13795600568.0,444,61650.5709,9,0.4088,26916,3.52e+20,252652,92923943.63,26081.8925,280.68,1,4,261.0
3877813,26689728580.0,992.6360000000001,8106,17.05,118460,72178,94550,6705064,12521038121.0,436,62556.7775,12,0.3728,29520,3.16e+20,240465,92950626.75,24260.11358,261.0,0,5,283.99
3911620,25581333280.0,1002.2080000000001,8503,16.97,116552,70247,94826,6705848,13002683664.0,407,63113.6089,14,0.3852,39904,3.17e+20,248617,92977339.09,26404.634530000003,283.99,0,6,276.41
3966364,28117349173.0,1012.942,10143,16.85,139816,87207,113813,6706724,16175176848.0,492,64997.08,37,0.4774,51372,4.26e+20,302032,93004470.34,25707.36565,276.41,1,0,269.05
4017151,24664144555.0,1027.254,10132,16.81,137400,86377,107253,6705980,15136378093.0,521,66569.3952,30,0.4445,40162,3.77e+20,281465,93031836.13,25030.215509999998,269.05,1,1,266.0
4060181,26133024523.0,1022.956,10094,17.16,126131,75556,103582,6704885,14865252727.0,490,64822.7346,8,0.4447,48160,4.09e+20,271606,93058596.44,24753.58665,266.0,1,2,265.88
4095465,24841070314.0,1037.2169999999999,8830,16.96,123861,72799,103934,6704387,13174610768.0,450,65978.5137,29,0.3894,51455,3.05e+20,258791,93085523.0,24749.578859999998,265.88,1,3,240.94
4137839,27021742038.0,1038.1860000000001,9709,16.78,141544,91070,111782,6705034,13873012367.0,499,67085.5686,10,0.40700000000000003,62015,3.56e+20,295389,93112810.97,22434.60067,240.94,1,4,245.67
4176014,26089973919.0,1055.963,8884,16.78,114782,63489,97280,6708736,12858510908.0,433,67464.2959,7,0.3767,46256,3.6e+20,248142,93139877.38,22881.67367,245.67,0,5,237.72
4205957,26860797614.0,1071.108,6980,16.81,106758,60670,89020,6718282,10477343982.0,397,68072.3545,32,0.3061,42928,2.56e+20,225189,93166818.16,22147.616009999998,237.72,0,6,205.76
4243166,22840512365.0,1198.735,10586,18.59,136602,82854,111506,6716413,13402974481.0,387,69107.6248,18,0.4344,53163,2.62e+20,302633,93191251.75,19175.03196,205.76,1,0,190.55
4285422,24575033101.0,1214.203,10484,18.95,137156,79359,114453,6719173,14105413216.0,364,68636.1856,31,0.4645,49699,2.87e+20,291677,93215219.88,17762.16015,190.55,1,1,224.15
4326593,24301621064.0,1185.9589999999998,10735,18.95,132087,76878,107800,6718363,14232178771.0,367,66929.7884,29,0.4698,52559,3.3e+20,283828,93239157.84,20899.557230000002,224.15,1,2,205.41
4374912,23629822115.0,1207.945,10676,18.88,117891,64635,99597,6717910,14997729804.0,322,67583.3821,13,0.4948,40443,3.27e+20,260745,93262929.41,19157.13833,205.41,1,3,197.14
4407026,23119742999.0,1182.556,10040,19.02,116172,62948,99264,6716113,12734885135.0,332,66162.8973,17,0.4212,36435,2.76e+20,249381,93286700.66,18390.54017,197.14,1,4,169.1
4434608,26644007281.0,1207.945,8747,18.58,107889,63100,90986,6716173,10654024056.0,303,68590.0251,17,0.3446,38548,2.88e+20,231961,93310853.0,15778.865240000001,169.1,0,5,155.42
4466541,24225254470.0,1243.782,9225,18.71,114301,61232,99417,6716029,11266129267.0,302,70207.4606,14,0.3667,42517,2.77e+20,249138,93334862.69,14506.10436,155.42,0,6,189.97
4505011,25008451290.0,1204.494,9814,19.17,116018,66678,98065,6718321,11980769662.0,325,66693.2842,28,0.3999,40592,2.82e+20,248473,93358380.97,17735.29163,189.97,1,0,227.09
4555246,26922445269.0,1213.897,11286,18.82,124913,71930,106114,6717085,14125844187.0,318,68408.1739,36,0.4621,35337,4.24e+20,271055,93382331.28,21206.19361,227.09,1,1,194.41
4591165,25859171423.0,1233.999,10282,18.43,128268,74626,106625,6720068,12131955982.0,347,71183.4584,19,0.3893,45759,3.25e+20,270122,93406814.88,18159.21888,194.41,1,2,226.33
4633084,23785270501.0,1271.4180000000001,9370,18.44,123586,70092,103504,6719188,11664100238.0,358,73430.2935,26,0.3748,37663,2.56e+20,250065,93431307.69,21146.30787,226.33,1,3,216.33
4671597,34121661718.0,1304.971,8661,18.85,116589,61959,100275,6716253,10446514542.0,302,73178.0557,19,0.3424,35455,3.1e+20,232560,93455149.88,20217.15257,216.33,1,4,230.47
4698313,24728177686.0,1278.26,7992,18.45,100052,53556,84419,6715453,9524071657.0,283,72967.3365,25,0.305,38351,2.25e+20,205574,93479457.22,21544.21051,230.47,0,5,228.32
4735087,24411781141.0,1315.0279999999998,9282,18.33,134919,86303,96059,6718064,11670362240.0,313,75690.2025,30,0.3728,45139,2.88e+20,260490,93503940.5,21348.81969,228.32,0,6,225.48
4773202,24993645320.0,1302.508,10560,18.62,118578,67537,100845,6719529,13611993829.0,301,73612.8357,33,0.4422,49597,3.09e+20,263095,93527999.41,21088.69331,225.48,1,0,203.59
4814270,26699669746.0,1328.375,9766,18.24,115043,63234,99717,6717047,12380952661.0,333,77165.6725,43,0.3933,44386,3.55e+20,242956,93552692.06,19046.39258,203.59,1,1,202.88
4848816,26644959295.0,1331.461,8403,18.43,107111,58912,91147,6717215,10833315646.0,336,76836.4143,25,0.3469,36515,2.94e+20,223010,93577207.06,18984.943769999998,202.88,1,2,202.93
4878713,25759576270.0,1321.721,8346,18.45,113994,62728,95407,6719491,10120647777.0,309,75616.4916,18,0.3251,36215,2.64e+20,225435,93601559.72,18994.56451,202.93,1,3,191.21
4910137,25160319003.0,1332.368,9258,18.45,116827,63849,99305,6716225,11945897337.0,381,77536.4097,30,0.3828,45389,2.82e+20,246494,93626244.88,17902.27428,191.21,1,4,206.14
4937231,24073380192.0,1332.1779999999999,7452,18.29,96858,52403,85278,6716620,9555608826.0,284,76584.8357,23,0.3038,26292,2.04e+20,198773,93650737.38,19305.163,206.14,0,5,196.78
4980374,23908993567.0,1359.901,7621,18.25,108455,52838,94171,6715754,11830615520.0,317,79028.534,11,0.3745,29941,2.08e+20,206624,93675455.03,18433.45604,196.78,0,6,201.33
5016799,22305961187.0,1426.54,9291,18.87,135084,79659,104435,6716796,12631771948.0,363,80870.2609,18,0.4147,43935,2.31e+20,250090,93699513.63,18864.523080000003,201.33,1,0,225.9
5056152,25462492943.0,1606.73,9503,20.93,106335,60164,91875,6716626,12712633763.0,259,80820.0069,34,0.4631,30251,2.64e+20,218582,93720934.09,21171.55901,225.9,1,1,218.12
5094519,25145539900.0,1606.524,9426,21.24,111100,64945,94246,6717179,11528446756.0,242,79694.0246,15,0.4244,38190,2.37e+20,231068,93742069.41,20447.02018,218.12,1,2,224.39
5136101,24881344614.0,1555.875,9597,21.55,109747,64518,92661,6716926,12302333888.0,281,76659.268,24,0.4607,39493,2.37e+20,236335,93763035.81,21039.48761,224.39,1,3,220.6
5175448,22630338284.0,1590.668,10507,21.13,121420,71796,101323,6715427,12936116501.0,292,79754.3216,12,0.4768,40320,2.2e+20,257160,93784340.81,20688.82558,220.6,1,4,253.09
5213379,23984146001.0,1585.6889999999999,10427,21.22,119715,74476,99278,6717059,12932883007.0,270,78990.8015,17,0.4773,51896,2.36e+20,261400,93805528.63,23741.24124,253.09,0,5,264.56
5256743,24293412889.0,1598.932,10463,21.29,118506,69967,100014,6718368,12563169019.0,292,80020.6258,23,0.4638,62029,2.45e+20,265127,93826794.25,24822.81669,264.56,0,6,269.94
5308623,25187717437.0,1619.9679999999998,11867,20.92,129098,79241,107440,6714909,13825333409.0,298,82348.3479,33,0.5029,50529,3.23e+20,281172,93848415.81,25333.44136,269.94,1,0,296.51
5363343,23836962422.0,1636.256,13278,20.88,148408,90294,125036,6716451,15480719454.0,306,83308.9277,31,0.5632,54576,3.39e+20,318866,93870051.13,27833.408860000003,296.51,1,1,295.28
5415899,24062207266.0,1661.335,11373,20.85,134629,83024,112265,6715690,14138834844.0,304,84931.897,36,0.5119,42638,2.69e+20,280308,93891780.5,27724.36495,295.28,1,2,298.28
5475592,24244829373.0,1650.1270000000002,13581,21.07,154838,96726,130881,6718003,15013390317.0,340,83442.1715,33,0.5547,67587,3.13e+20,338241,93913244.25,28012.442489999998,298.28,1,3,309.32
5536176,25055821756.0,1640.151,14429,20.79,155542,97324,131336,6717068,16970909183.0,353,84627.2607,31,0.6155,79200,3.54e+20,356682,93935146.28,29056.01945,309.32,1,4,308.02
5591857,24802395477.0,1692.527,13642,21.01,148745,91122,122038,6720718,16866888987.0,342,87270.9302,24,0.6102,78973,3.45e+20,338654,93957067.22,28940.655839999996,308.02,0,5,296.62
5653359,22053673388.0,1690.846,12993,20.73,143487,83223,123758,6720021,16412188461.0,350,87653.9263,17,0.5916,65681,3.05e+20,333011,93979101.91,27876.081210000004,296.62,0,6,299.16
5732182,22124106465.0,1728.855,15655,20.61,181585,109739,157170,6720094,19420639505.0,344,89584.3061,31,0.6993,81847,3.46e+20,410061,94001140.03,28121.38105,299.16,1,0,286.52
5817211,21732658516.0,1734.349,16403,20.73,179961,110943,150424,6721524,22420514846.0,392,90812.4199,39,0.8074,98986,3.84e+20,413246,94023364.41,26939.57437,286.52,1,1,301.38
5873216,34716303601.0,1713.531,17360,20.43,178464,111148,146943,6722669,23252716251.0,437,91289.1473,25,0.8304,90667,1.17e+21,413624,94045930.19,28343.562439999998,301.38,1,2,300.3
